관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
11380-00074,구산마을마당,기타공원,,서울특별시 은평구 구산 산173-23,37.5955610000,126.9043470000,387.00,"온몸근육풀기1,궁중걷기1,허리돌리기1",장기판1,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000,서울특별시 은평구
41171-00077,꿈동산어린이공원,어린이공원,경기도 안양시 만안구 안양 동 관양3동 695-190 일원,경기도 안양시 만안구 안양3동 695-190 일원,37.4014121,126.915407,699,,,,,,1996-07-19,경기도 안양시 공원관리과,031-8045-5288,2021-08-24,3830000,경기도 안양시
41171-00078,호돌이어린이공원,어린이공원,경기도 안양시 만안구 경수대로 1394번길 호돌이공원,경기도 안양시 만안구 석수1동 382-15,37.4315556,126.9046936,1500,,,,,,1997-08-12,경기도 안양시 공원관리과,031-8045-5288,2021-08-24,3830000,경기도 안양시
41171-00079,한라비발디어린이공원,어린이공원,경기도 안양시 만안구 박달동 114-4,경기도 안양시 만안구 박달동 114-4,37.401975,126.902701,1710,,,,,,1997-10-15,경기도 안양시 공원관리과,031-8045-5288,2021-08-24,3830000,경기도 안양시
41173-00080,안말어린이공원,어린이공원,경기도 안양시 동안구 호계2동 918-28,경기도 안양시 동안구 호계2동 918-28,37.3852388,126.9504385,1625,,,,,,1998-03-12,경기도 안양시 공원관리과,031-8045-5022,2021-08-24,3830000,경기도 안양시
41173-00081,어우리지어린이공원,어린이공원,경기도 안양시 동안구비산동 455-3,경기도 안양시 동안구 비산1동 455-3,37.400377,126.9373275,1500,,,,,,1999-01-07,경기도 안양시 공원관리과,031-8045-5022,2021-08-24,3830000,경기도 안양시
41173-00082,샘모루어린이공원,어린이공원,경기도 안양시 동안구 비산1동 425-8,경기도 안양시 동안구 비산1동 425-8,37.4005446,126.9408465,1500,,,,,,1999-01-07,경기도 안양시 공원관리과,031-8045-5022,2021-08-24,3830000,경기도 안양시
41173-00083,포도원어린이공원,어린이공원,경기도 안양시 동안구 호계3동 813-8,경기도 안양시 동안구 호계3동 813-8,37.3638348,126.9622151,1500,,,,,,2001-04-24,경기도 안양시 공원관리과,031-8045-5022,2021-08-24,3830000,경기도 안양시
46820-00011,산이 근린공원,근린공원,,전라남도 해남군 산이면 구성리 87,34.701057,126.4015724,38813,,,,,,2018-12-28,전라남도 해남군,061-530-5269,2021-08-23,4930000,전라남도 해남군
11545-00030,남서울,어린이공원,,서울특별시 금천구 시흥1동 986-2,37.448336,126.902123,1155.7,게이트볼장,,음수대,,CCTV,1971-11-22,서울특별시 금천구청,02-2627-1654,2021-09-02,3170000,서울특별시 금천구
11545-00031,새재미,어린이공원,,서울특별시 금천구 시흥1동 855,37.459026,126.904239,1185.2,,"조합놀이대,흔들놀이,그네",,,"새재미경로당,CCTV",1977-03-16,서울특별시 금천구청,02-2627-1654,2021-09-02,3170000,서울특별시 금천구
11545-00032,해태,어린이공원,,서울특별시 금천구 시흥1동 871-24,37.457773,126.901866,962.6,,"조합놀이대,흔들놀이,그네,시소",,,CCTV,2004-11-10,서울특별시 금천구청,02-2627-1654,2021-09-02,3170000,서울특별시 금천구
11545-00033,부장천,어린이공원,서울특별시 금천구 금하로 668,서울특별시 금천구 시흥1동 893,37.45266794,126.9044062,944,,"조합놀이대,흔들놀이,그네,시소",,,,1971-11-12,서울특별시 금천구청,02-2627-1654,2021-09-02,3170000,서울특별시 금천구
11545-00034,풍림,어린이공원,,서울특별시 금천구 시흥1동 789,37.44783408,126.9012021,2195,,"조합놀이대,흔들놀이,시소",음수대,,CCTV,1971-11-12,서울특별시 금천구청,02-2627-1654,2021-09-02,3170000,서울특별시 금천구
11545-00035,중앙,어린이공원,,서울특별시 금천구 시흥1동 791,37.44561107,126.9005113,1515,배드민턴장,"조합놀이대,그네",음수대,,,1971-11-22,서울특별시 금천구청,02-2627-1654,2021-09-02,3170000,서울특별시 금천구
11545-00048,별장길,어린이공원,,서울특별시 금천구 시흥5동 925-32,37.448147,126.908596,971.4,,"조합놀이대,그네,흔들놀이,시소,모래테이블,회전의자",음수대,,CCTV,1973-01-23,서울특별시 금천구청,02-2627-1654,2021-09-02,3170000,서울특별시 금천구
11545-00049,금나래중앙,문화공원,서울특별시 금천구 시흥대로79길 37,서울특별시 금천구 독산1동 1151,37.45822937,126.8962053,16331.3,,,"화장실, 음수대",,"커뮤니티센터, CCTV",2013-08-22,서울특별시 금천구청,02-2627-1657,2021-09-02,3170000,서울특별시 금천구
11545-00050,도하,소공원,,서울특별시 금천구 독산1동 1149,37.458753,126.896014,3057.7,,조합놀이대,음수대,,CCTV,2013-08-22,서울특별시 금천구청,02-2627-1657,2021-09-02,3170000,서울특별시 금천구
11545-00051,박미사랑,소공원,,서울특별시 금천구 시흥동 963-1,37.437907,126.904519,2162.6,,,음수대,,CCTV,2017-01-05,서울특별시 금천구청,02-2627-1657,2021-09-02,3170000,서울특별시 금천구
11545-00052,독산,문화공원,,서울특별시 금천구 독산동 1160-2,,,1011.1,,,,청소년 문화의 집,CCTV,2017-09-29,서울특별시 금천구청,02-2627-1657,2021-09-02,3170000,서울특별시 금천구
46800-00002,심천공원,근린공원,전라남도 장흥군 부산면 심천공원길 25-29,전라남도 장흥군 부산면 부춘리 170,34.75122679,126.8933144,53166,"농구장, 풋살경기장","물놀이존, 벽천분수, 계류, 낚시터, 조류장, 전망대","주차장, 샤워장, 화장실, 세척대","식물원, 야외음악당","캐라반촌, 캠핑장",2006-03-06,전라남도 장흥군,061-860-0229,2021-10-08,4910000,전라남도 장흥군
46800-00003,문학공원,근린공원,전라남도 장흥군 대덕읍 천관산문학길 160,전라남도 장흥군 대덕읍 연지리 산64,34.51565008,126.903496,131602,,,"화장실, 주차장, 산책로","테마석탑공원,백일장마당, 문예관, 암석원 및 문학식물원, 외국작가문학터",쌈지쉼터,2006-07-13,전라남도 장흥군,061-860-0229,2021-10-08,4910000,전라남도 장흥군
46800-00004,바이오산단 근린공원,근린공원,전라남도 장흥군 장흥읍 산단1로 76-16,전라남도 장흥군 장흥읍 해당리 556,34.68833821,126.933087,81028,,,,,,2008-12-12,전라남도 장흥군,061-860-0388,2021-10-08,4910000,전라남도 장흥군
46800-00005,장흥 그린파크,근린공원,전라남도 장흥군 부산면 흥성로 453-120,전라남도 장흥군 부산면 부춘리 산100,34.70723001,126.9180881,463666,"수영장, 게이트볼장","정자, 미로공원, 상징탑","전망대, 화장실, 음수대, 주차장","조각공원, 자연생태공원, 수생생태공원",산책로,2010-10-27,전라남도 장흥군,061-860-0666,2021-10-08,4910000,전라남도 장흥군
46800-00006,탐진강문화공원,근린공원,전라남도 장흥군 장흥읍 북부로 6,전라남도 장흥군 장흥읍 건산리 628-4,34.68340221,126.9040219,21348,,,,,,2017-07-06,전라남도 장흥군,061-860-0229,2021-10-08,4910000,전라남도 장흥군
46800-00007,동파앞어린이공원,어린이공원,전라남도 장흥군 장흥읍 동부로 4,전라남도 장흥군 장흥읍 원도리 308-5,34.68132429,126.9085488,1596,체력단련시설,정자,주차장,,광고선전탑,2009-08-11,전라남도 장흥군,061-860-0432,2021-10-08,4910000,전라남도 장흥군
46800-00008,바이오산단 체육공원,체육공원,전라남도 장흥군 장흥읍 산단1로 76-16,전라남도 장흥군 장흥읍 해당리 556,34.68833938,126.9330852,81028,,,,,,2008-12-12,전라남도 장흥군,061-860-0388,2021-10-08,4910000,전라남도 장흥군
46800-00009,장평제2농공단지,소공원,전라남도 장흥군 장평면 농공단지길 46-29,전라남도 장흥군 장평면 봉림리 843,34.8054549,126.9310488,695,,,,,,2012-09-20,전라남도 장흥군,061-860-0388,2021-10-08,4910000,전라남도 장흥군
46800-00010,숨쉼터,문화공원,전라남도 장흥군 안양면 로하스로 157,전라남도 장흥군 안양면 비동리 산66-1,34.6782955,126.9609799,1549,,,,,,2015-11-05,전라남도 장흥군,061-860-0536,2021-10-08,4910000,전라남도 장흥군
46800-00011,약초테마공원,문화공원,전라남도 장흥군 안양면 로하스로 157,전라남도 장흥군 안양면 비동리 산66-1,34.6782955,126.9609799,5728,,,,,,2015-11-05,전라남도 장흥군,061-860-0536,2021-10-08,4910000,전라남도 장흥군
27290-00001,갈산공원,근린공원,대구광역시 달서구 성서공단로39길 48,대구광역시 달서구 갈산동 산51-4,35.8398721065,128.5041448138,167522,,,,,,1987-05-09,대구광역시 달서구청,053-667-2851,2021-10-25,3470000,대구광역시 달서구
27290-00002,강창근린공원,근린공원,대구광역시 달서구 호산로 126,대구광역시 달서구 호산동 349,35.8500251775,128.4788716271,15180,"다목적운동장, 게이트볼장, 농구장",,화장실,,,1994-08-17,대구광역시 달서구청,053-667-2851,2021-10-25,3470000,대구광역시 달서구
27290-00003,성서아울렛공원,근린공원,대구광역시 달서구 달서대로85길 31,대구광역시 달서구 호림동 13-11,35.8370487636,128.4882971019,11545.9,,,,,,1998-06-02,대구광역시 달서구청,053-667-2851,2021-10-25,3470000,대구광역시 달서구
27290-00004,대곡공원,근린공원,대구광역시 달서구 갈밭로 91,대구광역시 달서구 대곡동 410,35.80702352,128.5280624,10859,배드민턴장,,화장실,,,2011-12-09,대구광역시 달서구청,053-667-3631,2021-10-25,3470000,대구광역시 달서구
27290-00005,한실공원,근린공원,대구광역시 달서구 갈밭로4길 2-16,대구광역시 달서구 대곡동 1088,35.8029154557,128.5315768043,91198.5,,"조합놀이대, 그네, 흔들놀이기구",화장실,,,2011-12-09,대구광역시 달서구청,053-667-3631,2021-10-25,3470000,대구광역시 달서구
27290-00006,도원근린공원,근린공원,대구광역시 달서구 미리샘길 26,대구광역시 달서구 도원동 1454,35.8062601,128.5435924,16031,"배구장, 배드민턴장, 농구장","흔들놀이기구, 조합놀이대",화장실,,,1993-10-08,대구광역시 달서구청,053-667-3631,2021-10-25,3470000,대구광역시 달서구
27290-00007,마을마당공원,근린공원,대구광역시 달서구 조암로 29,대구광역시 달서구 월성동 611-2,35.8245539743,128.5268909,7287,,"그네, 흔들놀이기구, 조합놀이대",화장실,,,2004-10-30,대구광역시 달서구청,053-667-3631,2021-10-25,3470000,대구광역시 달서구
27290-00008,무지개공원,근린공원,대구광역시 달서구 본리서4길 17,대구광역시 달서구 본리동 1205,35.84084535,128.5292391,11420.4,다목적운동장,,화장실,,,1997-01-11,대구광역시 달서구청,053-667-2851,2021-10-25,3470000,대구광역시 달서구
27290-00009,배실공원,근린공원,대구광역시 달서구 선원로23길 152,대구광역시 달서구 이곡동 1165,35.86047099,128.5011242,29555.5,,,,,,1991-01-10,대구광역시 달서구청,053-667-2851,2021-10-25,3470000,대구광역시 달서구
47150-02006,직지문화공원,근린공원,경상북도 김천시 직지사길 20,경상북도 김천시 대항면 운수리 35,36.115474810,128.014260600,79160,4,12,144,77,0,2001-09-21,김천시,054-420-6449,2021-09-16,5060000,경상북도 김천시
47150-03004,평화 1공원,어린이공원,경상북도 김천시 평화장미3길 30,경상북도 김천시 평화동 72-42,36.127511000,128.114392000,1050,0,13,16,0,0,1987-03-12,김천시,054-420-6449,2021-09-16,5060000,경상북도 김천시
45720-00001,월랑공원,체육공원,전라북도 진안군 진안읍 진무로 1054-34,전라북도 진안군 진안읍 군하리 34,35.78671848,127.4277941,367250,육상경기장·게이트볼장·배구장·배드민턴장·농구장·체력단련장·골프연습장·풋살경기장·자연체험장·국민체육센터·테니스장·역도훈련장,어린이놀이터,주차장·화장실·휴게소·전망대·음수장,야외무대·문화체육회관·우화정·청소년수련시설·전통문화공연장·문화회관·기념비,도로및광장·조경시설,1971-12-30,전라북도 진안군청,063-430-8708,2021-09-15,4730000,전라북도 진안군
45720-00002,당산공원,소공원,전라북도 진안군 진안읍 연구동길 1-15,전라북도 진안군 진안읍 군상리 산110,35.79267283,127.4240517,1265,-,-,-,-,-,1985-09-23,전라북도 진안군청,063-430-2436,2021-09-15,4730000,전라북도 진안군
45720-00003,용담체육공원,체육공원,,전라북도 진안군 용담면 송풍리 1182-3,35.953138,127.523113,27831,축구장·트랙·다목적체육시설·씨름장·체력단련시설,-,음수대·화장실및샤워실·본부석·주차장,-,도로및광장·공원관리시설·휴양시설,2011-01-28,전라북도 진안군 용담면사무소,063-430-8207,2021-09-15,4730000,전라북도 진안군
45720-00004,용담가족테마공원,수변공원,,전라북도 진안군 용담면 송풍리 1221-6,35.950812,127.523112,23710,운동기구,-,주차장·화장실·전망대,-,도로및광장·조경시설,2013-10-11,전라북도 진안군청,063-430-2483,2021-09-15,4730000,전라북도 진안군
45720-00005,마이돈농촌테마공원,문화공원,,전라북도 진안군 진안읍 단양리 802,35.771551,127.414511,36326,-,-,화장실·간이매점,야외전시장·돼지문화체험관,도로및광장·조경시설,2013-11-22,전라북도 진안군청,063-430-8702,2021-09-15,4730000,전라북도 진안군
45720-00006,마이봉미로공원,문화공원,,전라북도 진안군 진안읍 단양리 814,35.772481,127.417811,45000,,,화장실·간이매점,-,도로및광장·조경시설,2013-11-22,전라북도 진안군청,063-430-8702,2021-09-15,4730000,전라북도 진안군
26110-00001,용두산공원,근린공원,부산광역시 중구 용두산길 37-55,부산광역시 중구 광복동 2가 1-2,35.1009305,129.0324434,70812,,,,,,,,,2021-09-06,B552974,부산관광공사
26200-00001,태종대유원지,기타,부산광역시 영도구 전망로 24,부산광역시 영도구 동삼동 산 19-2,35.05969496,129.0798057,1713763,,,,,,,,,2021-09-06,B552974,부산관광공사
41360-00001,마석신도2차1호소공원,소공원,경기도 남양주시 화도읍 비룡로99번길 50,경기도 남양주시 화도읍 묵현리 625-2,37.6629166,127.2986365,295,,,,,,,경기도 남양주시청,031-590-8601,2021-08-31,3990000,경기도 남양주시
41360-00002,마석신도2차2호소공원,소공원,,경기도 남양주시 화도읍 묵현리 625-4,37.6620664,127.3000791,335,,,,,,,경기도 남양주시청,031-590-8601,2021-08-31,3990000,경기도 남양주시
41360-00003,오남1소공원,소공원,,경기도 남양주시 오남읍 오남리 889-1,37.696491,127.1980832,201,,,,,,,경기도 남양주시청,031-590-8601,2021-08-31,3990000,경기도 남양주시
41360-00004,오남2소공원,소공원,,경기도 남양주시 오남읍 오남리 889-2,37.6950591,127.2024424,950,,,,,,,경기도 남양주시청,031-590-8601,2021-08-31,3990000,경기도 남양주시
41360-00005,소공원,소공원,,경기도 남양주시 진접읍 연평리 847,37.7060049,127.1844277,1203,,,,,,,경기도 남양주시청,031-590-8601,2021-08-31,3990000,경기도 남양주시
41360-00006,소공원,소공원,,경기도 남양주시 진접읍 팔야리 836-7,37.7504642,127.232295,3481,,,,,,,경기도 남양주시청,031-590-8601,2021-08-31,3990000,경기도 남양주시
